text,category
"GOO GLE
CIF: 94471847V
Fecha: 5/5/2026
----------------------
SUSCRIPCION  16.42
REVI STA  44.42
---------------------
TOTAL EUR  34.93
IVA",suscripciones
"BURGER KING
CIF: 39905338Q
Fecha: 19/2/2026
----------------------
PAOMITAS  22.81
CONCIERTO  13.53
ENTRADA  11.05
CINE  24.06
----------------------
TOTAL EUR  27.53
TARJETA",ocio
"MCFIT
CIF: 36160495X
Fecha: 2/12/2026
----------------------
AMAZON PRIME  8.19
MENSUAL IDAD  16.75
CUOTA  9.91
SP8TIFY  16.27
GINASIO  40.84
----------------------
TOTAL EUR  160.53
TICKET",suscripciones
"HO MAX
CIF: 34070682A
Fecha: 25/6/2026
----------------------
REVISTA  36.81
LICENCIA  7.99
SPOTIFY  49.16
NETFLX  19.55
HBO  16.84
----------------------
TOTAL EUR  77.54
IVA",suscripciones
"CARREFOR
CIF: 86041643F
Fecha: 22/1/2026
----------------------
AGA  43.72
FRUTA  42.96
YOGUR  37.05
QUE SO  32.19
PES8ADO  31.81
----------------------
TOTAL EUR  65.71
GRACIAS POR SU VISITA",alimentacion
"ASISA
CIF: 19823962V
Fecha: 22/1/2026
----------------------
PARACETAMOL  18.75
FARMACIA  24.45
RECETA  10.29
IBUPROFENO  20.49
MASAJE  23.22
GAF#S 4.98
----------------------
TOTAL EUR  45.52
FECHA",salud
"M&NGO
CIF: 88948363S
Fecha: 17/12/2026
----------------------
CALCETINES  44.91
ROPA INTERIOR  11.79
CINTU RON  8.11
P*NTALON  6.83
JRSEY  8.95
----------------------
TOTAL EUR  21.19
GRACIAS POR SU VISITA",ropa
"ADESLAS
CIF: 22831089N
Fecha: 10/7/2026
----------------------
IBUPROFENO  9.24
RECETA  33.79
MEDICAMENTO  34.39
LENTILL&S  40.31
OPT1CA  33.39
FI SIO  14.21
---------------------
TOTAL EUR  156.69
CAMBIO",salud
"H&M
CIF: 83338397Q
Fecha: 25/8/2026
----------------------
PANTAL3N  29.44
JESEY  1.51
VESTIDO  32.31
ZAPAT OS  33.42
DEPORTE  42.81
----------------------
TOTAL EUR  132.44
TICKET",ropa
"GENERAL OPTICA
CIF: 83390212I
Fecha: 25/3/2026
----------------------
FA RMACIA  19.58
FISIO  25.46
DENTISTA  9.89
----------------------
TOTAL EUR  192.86
CAJERO",salud
"TMB
CIF: 53160038G
Fecha: 17/10/2026
----------------------
UBER  25.31
ESTACIONAMIENTO  22.35
T AXI  34.93
----------------------
TOTAL EUR  24.31
EUR",transporte
"APLE
CIF: 17498677P
Fecha: 12/7/2026
----------------------
LI CENCIA  14.62
MENSUALIDAD  35.03
DISNEY  35.51
GIMNASIO  15. 68
REVISTA  23.53
P@ENSA  14.95
----------------------
TOTAL EUR  65.12
TOTAL",suscripciones
"MANGO
CIF: 19056652G
Fecha: 8/8/2026
----------------------
ABRIGO  24.88
JE9SEY  38.6
----------------------
TOTAL EUR  179.71
EUR",ropa
"CLINICA DENTL
CIF: 59397847M
Fecha: 27/12/2026
----------------------
D ENTISTA  7.2
PARA6ETAMOL  47.51
MAAJE  26.98
OPTI9A  49 .88
----------------------
TOTAL EUR  73.74
FECHA",salud
"HBO  MAX
CIF: 51493939W
Fecha: 28/8/2026
----------------------
SOFT8ARE  42.78
HB O  6.46
LICENCIA  10.6
NETFLIX  13.26
----------------------
TOTAL EUR  125.56
TICKET",suscripciones
"TELEPI0ZA
CIF: 91360118M
Fecha: 28/2/2026
----------------------
TAPAS  25.02
CON!IERTO  9.44
CERVEZA  43.36
CENA  37.37
HAMBURGUESA  39.22
----------------------
TOTAL EUR  181.83
FECHA",ocio
"UER
CIF: 33591837M
Fecha: 23/5/2026
----------------------
PARK4NG  40.19
DIESEL  10.75
AUTOBUS  33.1
----------------------
TOTAL EUR  48.47
IVA",transporte
"HBO MAX
CIF: 66302397Q
Fecha: 21/4/2026
----------------------
SOFTWARE  4.25
COTA  21.82
SUSCRIPCION  10.47
REVISTA  17.11
----------------------
TOTAL  EUR  164.37
TARJETA",suscripciones
"BERS HKA
CIF: 23787783S
Fecha: 8/2/2026
----------------------
CINTURON  16.13
JERSEY  19.35
CAMISA  12.26
BLSO  15.44
Z3PATOS  14.05
----------------------
TOTAL EUR  78.96
IVA",ropa
"TMB
CIF: 85477012Z
Fecha: 21/5/2026
----------------------
TREN  15.24
TAXI  23.51
PARKING  10.53
AUTOUS  32.4
GASOLINA  18.54
DISEL  4.22
----------------------
TOTAL EUR  64.96
EFECTIVO",transporte
"AENA
CIF: 92810488D
Fecha: 10/2/2026
----------------------
VUELO  15.53
AUTOBUS  38.56
PA RKING  6.52
ESTCIONAMIENTO  36.2
GASOLINA  5.65
P EAJE  31.25
----------------------
TOTAL EUR  174.05
FACTURA",transporte
"BERSHKA
CIF: 92364668U
Fecha: 25/9/2026
----------------------
ROPA INTERIOR  29.44
CMISA  4.3
F^LDA  47.18
ZAATOS  4.54
PANTALON  14.9
DEPOR8E  25.9
----------------------
TOTAL EUR  41.89
FECHA",ropa
"ADI
CIF: 83058270E
Fecha: 26/5/2026
----------------------
PESCDO   48.77
ARROZ  37.84
VERDURA  11.76
QU1SO  16.73
A GUA  46.03
GA$LETAS  4.22
----------------------
TOTAL EUR  150.83
CAMBIO",alimentacion
"AL DI
CIF: 86938271J
Fecha: 5/11/2026
----------------------
CE REAL  18.41
7RDURA  42.46
HUEVOS  39.27
----------------------
TOTAL EUR  34.72
EFECTIVO",alimentacion
"GOOGLE
CIF: 22350374S
Fecha: 3/11/2026 
----------------------
MENSUALIDAD  48.31
PRENSA  35.14
C0OTA  31.91
REVISTA  33.41
GIMNAIO  24.7
----------------------
TOTAL EUR  56.95
FACTURA",suscripciones
"CONFOR AMA
CIF: 39337670Y
Fecha: 13/3/2026
----------------------
MESA  20.69
LAMPARA  36.9
----------------------
TOTAL EUR  121.1
EFECTIVO",hogar
"R ENFE
CIF: 45976425L
Fecha: 23/11/2026
----------------------
MENSUAL  12.66
PARKING  4.02
CABIFY  33.2
----------------------
TOTAL EUR  144.39
TICKET",transporte
"CEPSA
CIF: 19641331F
Fecha: 22/5/2026
----------------------
DIESEL  43.55
AVE  26.21
GASOLINA  46.79
ESTACIONAMIENTO  45.8
----------------------
TOTAL EUR  68.19
IVA",transporte
"VI SIONLAB
CIF: 95004115Z
Fecha: 20/6/2026
---!------------------
OPT$CA  12.28
M$SAJE  13.24
----------------------
TOTAL EUR  27.27
TARJETA",salud
"F^RMACIA
CIF: 78890885U
Fecha: 1/8/2026
----------------------
FARMACIA  29.63
MASAJE  42.86
IBUPROFENO  12.57
----------------------
TOTAL EUR  133.7
TARJETA",salud
"CABIFY
CIF: 31099050Q
Fecha: 18/4/2026
----------------------
DIESEL  13.66
T AXI  29.9
VUELO  8.7
---------------------
TOTAL EUR  35.09
EFECTIVO",transporte
"CARREFOUR
CIF: 29823108E
Fecha: 2/6/2026
----------------------
HUEVOS  30.95
Q UESO  35.97
CARNE  49.64
AGUA  20.31
P OLLO  33.07
----------------------
TOTAL EUR  89.25
FECHA",alimentacion
"HBO MAX
CIF: 25125648P
Fecha: 11/8/2026
----------------------
MENSUALIDAD  4.99
CUO8A  8.47
AMAZON P RIME  12.89
REV ISTA  25.33
PRENSA  38.21
----------------------
TOTAL EUR  46.66
IVA",suscripciones
"AMAZN
CIF: 15406722P
Fecha: 2/1/2026
----------------------
DISN 3Y  9.13
PENSA  30.14
----------------------
TOTAL EUR  109.38
FECHA",suscripciones
"G INOS
CIF: 57521481V
Fecha: 7/4/2026
----------------------
ENTRADA  21.8
HAMBURGUESA  49.89
PI ZZA  27.35
----------------------
TOTAL EUR  127.77
CAMBIO",ocio
"MCFIT
C IF: 47192873D
Fecha: 7/3/2026
----------------------
CUOTA  13.88
SP2TIFY  25.92
N6TFLIX  35.98
AMAZ$N PRIME  1.82
----------------------
TOTAL EUR  34.73
IVA",suscripciones
"METRO8MADRID
CIF: 55872314O
Fecha: 6/12/2026
----------------------
TAXI  3.64
AVE  29.14
DIESEL  21.17
T REN  8.57
CABIY  35.02
BOO  22.58
----------------------
TOTAL EUR  19 9.1
EUR",transporte
"C ONSUM
CIF: 30320572U
Fecha: 12/6/2026
----------------------
PAN  5.29
REF1ESCO  11.44
PESCADO  25.32
----------------------
TOTAL EUR  149.34
EUR",alimentacion
"GINOS
CIF: 49436523A
Fecha: 4/11/2026
----------------------
CENA  42.32
CERVEZA  21.31
CONCIERO  26.33
ENTRADA  26.68
PI#ZA  46.03
----------------------
TOTAL EUR  54.53
TARJETA",ocio
"MASSIMO DU T TI
CIF: 22705015N
Fecha: 18/4/2026
----------------------
CAMISA  23.33
CALETINES  26.46
----------------------
TOTAL EUR  180.56
TARJETA",ropa
"AHORRAMAS
CIF: 60622393X
Fecha: 11/6/2026
----------------------
CARNE  43.61
FRU TA  16.38
CEREAL  7.27
----------------------
TOTAL EUR  158.97
CAJERO",alimentacion
"CLINICA DENTAL
CIF: 67895104U
Fecha: 2/5/2026
----------------------
REVIS ION  7.55
FARMACIA  18.12
R4CETA  29.96
PARACETAMOL  15.94
M7DICAMENTO  42.45
GAFAS  21.62
----------------------
TOTAL EUR  41.07
EUR",salud
"IBERDROLA
 CIF: 59982982K
Fecha: 17/11/2026
----------------------
LAMPARA  45.98
FACTU*A  24.41
MUBLE  16.6
FIBRA  26.24
----------------------
TOTAL EUR  21.59
CAMBIO",hogar
"GENERAL  OPTICA
CIF: 30380626E
Fecha: 11/9/2026
----------------------
CLINICA  4.5
RECETA  18.41
REVISION  26 .55
M*DICAMENTO  15.48
GAFAS  41.88
MA2AJE  34.04
----------------------
TOTAL EUR  24.54
FECHA",salud
"AHO RRAMAS
CIF: 36235638D
Fecha: 18/6/2026
----------------------
Q3ESO  31.99
ARROZ  3.24
----------------------
TOTAL EUR  128.64
TOTAL",alimentacion
"IKEA
CIF: 88377269D
Fecha: 5/3/2026
----------------------
LUZ  21.65
LAMPARA  40.2
----------------------
TOTAL EUR  73.27
TICKET",hogar
"CANAL DE ISABEL II
CIF: 90535068R
Fecha: 23/11/2026
----------------------
BOMBILLA  38.13
INTERNET  25.33
----------------------
TOTAL EUR  113.53
GRACIAS POR SU VISITA",hogar
"SRADIVARIUS
CIF: 30271558N
Fecha: 14/10/2026
----------------------
CHAQETA  6.58
CALCETINES  19.14
FALDA  3.3
DEPORTE  3.87
ROPA ITERIOR  19.23
----------------------
TOTAL EUR  96.72
IVA",ropa
"DOMINOS
CIF: 85342133G
Fecha: 8/1/2026
----------------------
T@PAS  12.33
CENA  32.92
PIZZA  25.06
----------------------
TOTAL EUR  167.6
GRACIAS POR SU VISITA",ocio
"VODAFONE
CIF: 26416242X
Fecha: 26/9/2026
----------------------
SILLA  33.71
LAMPAA  45.53
LUZ  25.8
IKEA  39.39
BOMILLA  2.76
MUE!LE  31.37
----------------------
TOTAL EUR  68.49
TICKET",hogar
"REPSOL
CIF: 85876461J
Fecha: 18/4/026
----------------------
UBR  31.93
BILLETE  44.23
B ONO  34.89
----------------------
TOTAL EUR  82.1
IVA",transporte
"LEROYMERLIN
CIF: 39991046D
Fecha: 16/2/2026
----------------------
MUEBLE  25.73
FACURA  24.76
----------------------
TOTAL EUR  107.16
IVA",hogar
"GLP
CIF: 10003529U
Fecha: 9/2/2026
----------------------
GAOLINA  39.39
DISEL  46.18
MENS UAL  6.04
----------------------
TOTAL EUR  173.22
TICKET",transporte
"AS ISA
CIF: 21563545R
Fecha: 12/5/2026
----------------------
ANALISIS  13.16
PARACETAMOL  33.92
MASAJE  32.64
DENTI STA  30.45
------------------- ---
TOTAL EUR  88.57
IVA",salud
"ORANGE
CIF: 97863449S
Fecha: 20/4/2026
----------------------
BRICOLAJE  3.58
MUEBE  37.87
----------------------
TOTAL EUR  175.62
IVA",hogar
"TELEPIZZA
CIF: 93600083W
Fecha: 22/3/2026
----------------------
PALOMTAS  8.36
CINE  3.52
HAMBURGUESA  46.95
C OPA  40.69
MUSEO  1.68
ENTRADA  5.62
----------------------
TOTAL EUR  62.58
CAMBIO",ocio
"MCDONALDS
CIF: 33799746K
Fecha: 16/1/2026
----------------------
ENTRADA  47.87
CENA  46.51
PIZZA  42.39
CONCIERTO  32.84
TAPAS  46.77
CIE  28.89#----------------------
TOTAL EUR  158.55
TOTAL",ocio
"STARBCKS
CIF: 53225768W
Fecha: 8/4/2026
----------------------
TEATRO  40.84
CONIERTO  10.48
CERVEZA  14.02
M0SEO  47.54
ME9U  3.81
----------------------
TOTAL EUR  88.86
GRACIAS POR SU VISITA",ocio
"RE3FE
CIF: 99583168O
Fecha: 23/12/2026
----------------------
PEAJE  18.76
T AXI  15.29
VUELO  46.9
UER  42.97
----------------------
TOTAL EUR  191.49
FACTURA",transporte
"STARBUCKS
CIF: 20414656V
Fecha: 16/6/2026
----------------------
R#STAURANTE  41.91
HAMBURGUESA  18.32
----------------------
TOTAL EUR  166.91
FECHA",ocio
"BERHKA
CIF: 48272588Q
Fecha: 18/6/2026
----------------------
RO PA INTERIOR  39.24
CAMSA  5.93
----------------------
TOTAL EUR   119.67
TOTAL",ropa
"CARREFOUR
CIF: 14422164M
Fecha: 21/11/2026
----------------------
LECHE  18.89
CEREAL   10.41
----------------------
TOTAL EUR  196.45
TARJETA",alimentacion
"MERCAD ONA
CIF: 46499185N
Fecha: 22/3/2026
----------------------
F1UTA  42.25
ARRZ  41.43
AG3A  2.76
GALLETAS  15.04
HUEVOS  26.47
LECHE  2.58
----------------------
TOTAL EUR  163.08
CAMBIO",alimentacion
"METRO MADRID
CIF: 77658807Z
Fecha: 14/3/2026
----------------------
TAXI  3.87
AU TOBUS  16.86
BILLETE  26.77
ES TACIONAMIENTO  35.13
BO*O  34.41
CABIFY  33.26
----------------------
TOTAL EUR  24.99
CAJERO",transporte
"RENE
CIF: 50895915W
Fecha: 6/6/2026----------------------
VUELO  1.88
MENSUAL  45.91
PARKING  10.09
----------------------
TOTAL EUR  138.69
CAJERO",transporte
"MERCADONA
CIF: 33400697G
Fecha: 7/4/2026
----------------------
AR%OZ  49.27
GALLETAS  26.11
REFRES9O  8.22
HUEVOS  49.92
VERURA  4.47
CEREAL  42.34
----------------------
TOTAL EUR  111.04
EUR",alimentacion
"BASIC -FIT
CIF: 47164453U
Fecha: 3/9/2026
----------------------
SOFTWARE  23.37
NETFLIX  19.59
----------------------
TOTAL EUR  42.03
TARJETA",suscripciones
"LIDL
CIF: 86121996L
Fecha: 12/7/2026
----------------------
CARE  34.57
AGUA  27.1
----------------------
TOTAL EUR  73.52
TOTAL",alimentacion
"ALTAFT
CIF: 34725110W
Fecha: 15/4/2026
----------------------
CU@TA  30.44
PRE4SA  15.86
MESUALIDAD  15.56
SP4TIFY  37.35
NETFLIX  9.24
----------------------
TOTAL EUR  40.21
FECHA",suscripciones
"STARBUCKS
CIF: 30795072T
Fecha: 13/3/2026
----------------------
CONCIERTO  11.2
PALOMITAS  5.31
CERVZA  6.39
MUS1O  2.69
TAPAS  37.04
COPA  43.63
----------------------
TOTAL EUR  118.43
CAJERO",ocio
"AP^LE
CIF: 75621345I
Fecha: 26/12/2026
----------------------
ME NSUALIDAD  46.2
RE VISTA  9.28
C@OTA  20.51
GIM NAIO  1.04
SUSCRIPCION  10.63
----------------------
TOTAL EUR  130.95
TICKET",suscripciones
"CA RREFOUR
CIF: 56904581A
Fecha: 13/7/2026
----------------------
VERDURA  34.82AR ROZ  15.0
CERE1L  30.44
----------------------
TOTAL EUR  77.73
GRACIAS POR SU VISITA",alimentacion
"MCFIT
CIF: 27263215Z
Fecha: 4/8/2026
----------------------
NETFLIX  10.91
SPOT^FY  26.09
DISNEY  40.3
HBO  13.18
----------------------
TOTAL EUR  121.43
EUR",suscripciones
"DEATHLON
CIF: 71031787Q
Fecha: 22/1/2026
---------------------
DEPORTE  43.72
ABRIGO  8.91
CIN3URON  27.41
----------------------
TOTAL EUR  176.03
FACTURA",ropa
"DECATHLON
CIF: 61492997F
Fecha: 24/2/2026
----------------------
CAM!SA  49.1
FAL6A  37.6
J%RSEY  31.98
ABRIO  35.97
--------------- -------
TOTAL EUR  70.47
TOTAL",ropa
"ALTAFIT
CIF: 16942590T
Fecha: 1712/2026
----------------------
HBO  36.99
SUSCRIPCION  29.06
----------------------
TOTAL EUR  164.98
TOTAL",suscripciones
"ALTAFIT
CIF: 63676572G
Fecha: 10/4/2026
----------------------
AMAZON PRIME  24.88
PRENSA  12.78
SUSCRIPCION  13.35
SOFTWARE  2.0
MEN%UALIDAD  18.18
----------------------
TOTAL EUR  66.99
FACTURA",suscripciones
"MULTIOPICAS
CIF: 16647577R
Fecha: 15/5/2026
----------------------
FARMACIA  43.07
FISIO  7.08
ANALISIS  1.05
----------------------
TOTAL EUR  172.07
FACTURA",salud
"EL CORTE ING LES
CIF: 10797837V
Fecha: 11/11/2026
----------------------
F5LDA  22.88
BOSO  2.5
CINTURON  11. 58
ZAPATIL LAS  20.73
CAMISA  45.58
----------------------
TOTAL EUR  57.44
FECHA",ropa
"ENDESA
CIF: 98646205O
Fecha: 20/1/2026
----------------------
FIBRA  46.97
MUEBLE  10.68
PINTURA  32.38
HERRAMIENTAS  5.46
SILA  38.16
BOMILLA  25.17
- ---------------------
TOTAL EUR  152.47
FECHA",hogar
"NETFLIX
CIF: 57760468E
Fecha: 19/7/2026
--------#-------------
SPOTIFY  37.54
NETFLIX  47.43
----------------------
TOTAL EUR  197.85
EUR",suscripciones
"AEA
CIF: 76108879A
Fecha: 25/4/2026
----------------------
U BER  7.6
BONO  8.39
ESTACIONAMIENTO  34.14
----------------------
TOTAL EUR  142.63
TICKET",transporte
"BERSHKA
CIF: 68752746R
Fecha: 20/3/2026
----------------------
DEPORTE  7.5
CAMISA  10.52
----------------------
TOTAL EUR  192.01
GRACIAS POR SU VISITA",ropa
"ST2ADIVARIUS
CIF: 88531160Y
Fecha: 25/11/2026
----------------------
VESTIDO  45.72
PANTALON  6.13
----------------------
TO%AL EUR  25.09
IVA",ropa
"BASIC-FIT
CIF: 88070153K
Fecha: 24/7/2026
----------------------
HBO  29.23
SOFTW ARE  3.85
----------------------
TOTAL EUR  50.09
GRACIAS POR SU VISITA",suscripciones
"ALCAPO
CIF: 31956999L
Fecha: 12/4/2026
----------------------
CEREAL  1.6
YOG UR  44.54
REFRESCO  40.24
AG UA  23.33
----------------------
TOTAL EUR  179.23
GRACIAS POR SU VISITA",alimentacion
"GENERAL PTICA
CIF: 85132751L
Fecha: 24/7/2026
----------------------
FARMACIA  7.1
FIS2O  49.24
ANALISIS  6.0
RVISION  19.08
----------------------
TOTAL EUR  100.33
FECHA",salud
"A ENA
CIF: 18900828Z
Fecha: 16/7/2026
----------------------
AUTOBS  39.51
VUELO  34.86
CABIFY  2.94
DIESEL  45.92
P7AJE  29.42
BNO  15.97
----------------------
TOTAL EUR  95 .94
GRACIAS POR SU VISITA",transporte
"UBER
CIF: 87338626X
Fecha: 21/4/2026
----------------------
PA RKING  15.16
E STACIONAMIENTO  23.09
----------------------
TOTAL EUR  184.87
EUR",transporte
"RE0FE
CIF: 15761394J
Fecha: 21/3/2026
----------------------
PEAJE  9.41
PRKING  44.65
ESTACIONAMIENTO  6.75
CABIFY  20.47
D0ESEL  21.56
AVE  12.37
----------------------
TOTAL EUR  178.06
FECHA",transporte
"SPOTIFY
CIF: 20872169C
Fecha: 5/10/2026
----------------------
SUSCRIPCIN  8.09
GIMNASIO  13.299SOTIFY  19.57
SOFTWARE  19.43
REVISA  45.24
PRENSA  49.97
----------------------
TOTAL EUR  36.66
FACTURA",suscripciones
"SPOTI9Y
CIF: 80729405P
Fecha: 20/2/2026
----------------------
NETF*IX  48.81
SOFTWARE  11.05
DISNEY  3.6
----------------------
TOTAL EUR  103.2
IVA",suscripciones
"H&M
CIF: 92938621V
Fecha: 4/4/2026
----------------------
FLDA  24.48
DEPORTE  40.83
CINTURON  9.58
----------------------
TOTAL EUR  105.87
TOTAL",ropa
"HB% MAX
CIF: 37658922B
Fecha: 14/11/2026
----------------------
REVISA  34.86
LICENCIA  23.43
SOFTW0RE  31.52
----------------------
TOTAL EUR  101.39
TICKET",suscripciones
"GENERAL OPTICA
CIF: 12005531T
Fecha: 14/6/2026
----------------------
ANALISIS  48.9
DENTIS TA  36.94
REVISI5N  47.5
----------------------
TOTAL EUR  143.67
GRACIAS POR SU VISITA",salud
"A ENA
CIF: 43752229Q
Fecha: 10/3/2026
----------------------
UER  47.5
TREN  22.78
MENSUAL  7.64
----------------------
TOTAL EUR  60.1
EUR",transporte
"CONSUM
CIF: 53674475J
Fecha: 8/4/2026
----------------------
CER EAL  26.78
CARNE  33.03
HU EVOS  23.69
YOGUR  5.16
VERDURA  28.35
PE SCADO  37.4
----------------------
TOTAL EUR  53.16
CAMBIO",alimentacion
"A ENA
CIF: 39709544P
Fecha: 17/5/2026
----------------------
DIESEL  14.21
BONO  26.84
MENSUAL  42.28
----------------------
TOTAL EUR  132.18
FACTURA",transporte
"CABIFY
CIF: 18721526D
Fecha: 14/6/202
----------------------
TAXI  36.4
BONO  14.47
PARKING  39.59
UBER  30.84
CABIFY  41.64
----------------------
TOTAL EUR  150.0
FECHA",transporte
"AHORRAMAS
CIF: 63182406M
Fecha: 13/9/2026
----------------------
FRUTA  29.38
GALLETAS  27.83
----------------------
TOTAL EUR  44.26
IVA",alimentacion
"R%PSOL
CIF: 43620971P
Fecha: 16/1/2026
----------------------
MENSUAL  11. 59
BONO  48.18
VUELO  39.81
PEAJE  1.21
TAXI  48.53
T REN  14.93
----------------------
TOTAL EUR  61.95
EUR",transporte
"EROSI
CIF: 63888921H
Fecha: 5/8/2026
----------------------
FRU TA  12.95
QUESO  27.11
LEC HE  40.29
PESCADO  11.62
GALLETAS  38.54
----------------------
TOTAL EUR  165.78
IVA",alimentacion
"APPLE
CIF: 37456429B
Fecha: 2/5/2026
----------------------
GIMNASIO  26.95
HBO  47.64
DISN4Y  17.7
NETFLIX  42.94
SUSCRIPCION  16.08
REVISTA  3.87
-------!--------------
TOTAL EUR  73.33
FACTURA",suscripciones
"KFC
CIF: 78863695K
Fecha: 27/8/2026
----------------------
C INE  32.87
ENU  11.7
ENTRADA  40.24
PIZ8A  22.81
HAMBURGUESA  21.93
TEA*RO  46.29
----------------------
TOTAL EUR  137.38
IVA",ocio
"CINESA
CIF: 39628405N
Fecha: 7/5/2026
----------------------
ENTRADA  24.57
TEATRO  41.02
----------------------
TOTAL EUR  86.16
FACTURA",ocio
"FARM ACIA
CIF: 23092690G
Fecha: 9/11/2026
----------------------
DENTI#TA  16.16
FARMACIA  4.31
MA SAJE  33.74
----------------------
TOTAL EUR  107.92
EFECTIVO",salud
"APPLE
CIF: 74437558H
Fecha: 16/1/2026
----------------------
MENSUALIDAD  45.81
SOFTWARE  37.81
SPOTIY  11.04
----------------------
TOTAL EUR  97.53
GRACIAS POR SU VISITA",suscripciones
"CLINICA DNTAL
CIF: 59212908Q
Fecha: 2/10/2026
----------------------
AN0LISIS  49.66
PARACETAMOL  17.1
MASAJE  15.85
RECEA 413.81
LENTILLAS  13.24
----------------------
TOTAL EUR  149.05
EUR",salud
"YELMO CIES
CIF: 32951763N
Fecha: 13/7/2026
----------------------
RESTAURANTE  3.18
CEA  13.8
----------------------
TOTAL EUR  149.51
TICKET",ocio
"DECATHLON
CIF9 13796537N
Fecha: 27/1/2026
----------------------
JERSEY  13.4
ROPA  INTERIOR  32.02
----------------------
TOTAL EUR  191.14
TOTAL",ropa
"CLINICA DENTAL
CIF: 49040178G
Fecha: 5/3/2026
----------------------
IBUPR OFENO  31.89
OPTICA  22.85
REETA  11.79
----------------------
TOTAL EUR  147.74
GRACIAS POR SU VISITA",salud
"STRADIVARIUS
CIF: 41469354E
Fecha: 8/12/2026
----------------------
J ERSEY  15.56
C AMISA  12.36
PANTALON  28.68
----------------------
TOTAL EUR  196.07
CAMBIO",ropa
"NATURGY
CIF: 22839207G
Fecha: 21/4/2026
----------------------
HERRAMI^NTAS  42.32
ESTANTERIA  25.53
LAMPARA  20.8
BRICOLAJE  38.88
----------------------
TOTAL EUR  183.9
FECHA",hogar
"DIA
CIF: 7591735A
Fecha: 21/12/2026
----------------------
YO GUR  40.86
FRUA  5.16
REFRESCO  15.1
----------------------
TOTAL EUR  24.42
CAJERO",alimentacion
"LEROY MERLIN
CIF: 33833503J
Fecha: 11/6/2026
----------------------
INERNET  20.21
IKEA  15.36
BRICOLAJE  31.53
A&UA  38.5
----------------------
TOTAL EUR  105.33
CAMBIO",hogar
"STARBUCKS
CIF: 50395914N
Fecha: 9/5/2026
----------------------
PIZZA  1.75
RESTAURANTE  25.1
ENTRADA  42.31
MENU  14.38
TEATRO  46.45
HAMBURGUESA  31.86
----------------------
TOTAL EUR  119.96
TARJETA",ocio
"100 MONTADITOS
CIF: 73851020T
Fecha: 14/10/2026
----------------------
MUSEO  12.28
PIZZA  9.49
COCIERTO  19.74
HAMBURGUESA  39.82
----------------------
TOTAL EUR  66.7
FECHA",ocio
"PULL AND BE AR
CIF: 10745917O
Fecha: 27/3/2026
----------------------
ROPA INTERIOR  12.28
PANTALON  10.81
VESTIDO  23.8
CAMISA  15.5
DEPORTE  17.43
FA LDA  5.02
----------------------
TOTAL EUR  94.81
FACTURA",ropa
"MULTIOPICAS
CIF: 45312259J
Fecha: 26/2/2026
----------------------
GAAS  25.45
PARACETAMOL  49.45
FARMACIA  43.46
----------------------
TOTAL EUR  52.42
GRACIAS POR SU VISITA",salud
"ALDI
CIF: 46919488X
Fecha: 12/7/2026
----------------------
AR4OZ  31.9
Y8GUR  23.7
PESC*DO  45.44
CARNE  11.45
HUEVOS  1.61
----------------------
TOTAL EUR  176.62
EUR",alimentacion
